Asset_Identifier,Asset_Popularity_With_Funds,Asset_Risk_Type,Asset_Marketing_Proportion_Index,Asset_Type,Asset_Price,Office_Identifier,Office_Establishment_Year,Office_Scale,Office_Location_Type,Office_Type,Asset_Office_Sales,Office_Year,Asset
FDI34,10.65,1,0.085482761,13,231.4668,OFF018,2009,1,2,2,3225.1352,4,Bonds
NCD31,12.1,0,0.015521768,9,165.8526,OFF017,2007,2,1,1,3124.5994,6,Private Equity
FDW33,9.395,0,0.099101845,13,105.828,OFF035,2004,2,1,1,1704.448,9,Bonds
NCP05,19.6,0,0.025281802,8,152.0024,OFF035,2004,2,1,1,2884.2456,9,Private Equity
FDL56,14.1,0,0.125675936,6,86.9198,OFF013,1987,0,2,1,1133.8574,26,Bonds
FDN01,8.895,0,0.07204818,2,177.937,OFF027,1985,1,2,3,6881.043,28,Bonds
FDA25,16.5,1,0.068263916,3,104.799,OFF045,2002,2,1,1,1238.388,11,Bonds
FDF08,14.3,1,0.109144085,6,88.2856,OFF010,1998,2,2,0,175.7712,15,Bonds
FDH08,7.51,0,0.017425784,6,227.901,OFF035,2004,2,1,1,459.402,9,Bonds
DRH03,17.25,0,0.035118834,4,93.412,OFF049,1999,1,0,1,932.12,14,ETF
FDQ31,5.785,1,0.054066567,6,87.0856,OFF018,2009,1,2,2,1406.1696,4,Bonds
FDO10,13.65,1,0.012823829,13,55.5588,OFF017,2007,2,1,1,916.1408,6,Bonds
FDT39,6.26,1,0.009883257,10,149.8366,OFF049,1999,1,0,1,1964.7758,14,Bonds
FDM22,14,1,0.041754584,13,53.464,OFF027,1985,1,2,3,1597.92,28,Bonds
FDR21,19.7,0,0.112036236,13,174.937,OFF010,1998,2,2,0,882.185,15,Bonds
FDQ01,19.7,1,0.161610636,3,255.2014,OFF017,2007,2,1,1,3570.0196,6,Bonds
FDZ03,13.65,1,0.078909166,4,186.724,OFF049,1999,1,0,1,4474.176,14,Bonds
NCK05,20.1,0,0.077769768,8,63.0536,OFF018,2009,1,2,2,980.0576,4,Private Equity
FDW55,12.6,1,0.021951613,6,250.9092,OFF013,1987,0,2,1,4731.1748,26,Bonds
FDF47,20.85,0,0.097770004,15,222.8746,OFF049,1999,1,0,1,3589.9936,14,Bonds
DRO59,11.8,0,0.094817105,7,77.9012,OFF019,1985,2,0,0,75.9012,28,ETF
NCM55,15.6,0,0.066726133,11,185.8924,OFF046,1997,2,0,1,3516.7556,16,Private Equity
FDY31,5.98,0,0.043809261,6,146.8418,OFF017,2007,2,1,1,1765.7016,6,Bonds
FDJ57,7.42,1,0.024037945,12,184.3582,OFF019,1985,2,0,0,185.7582,28,Bonds
FDV51,16.35,0,0.032671446,10,165.4842,OFF018,2009,1,2,2,1492.0578,4,Bonds
DRG36,14.15,0,0.095378221,14,170.5106,OFF046,1997,2,0,1,2395.5484,16,ETF
DRF13,12.1,0,0.029860657,14,145.1444,OFF013,1987,0,2,1,3338.3212,26,ETF
NCJ54,9.895,0,0.060188932,9,233.0642,OFF045,2002,2,1,1,6041.4692,11,Private Equity
NCP42,8.51,0,0.016135764,9,195.6478,OFF049,1999,1,0,1,4262.4516,14,Private Equity
NCF30,17,0,0.126220187,9,126.7362,OFF035,2004,2,1,1,1258.362,9,Private Equity
FDY44,14.15,1,0.024286378,6,194.711,OFF027,1985,1,2,3,5892.33,28,Bonds
FDX09,9,0,0.065350715,13,175.437,OFF049,1999,1,0,1,3175.866,14,Bonds
NCU30,5.11,0,0.035071955,9,163.221,OFF017,2007,2,1,1,2773.057,6,Private Equity
FDU49,19.5,1,0.030742083,3,85.554,OFF049,1999,1,0,1,1211.756,14,Bonds
FDC48,9.195,0,0.015949001,0,84.1592,OFF017,2007,2,1,1,1238.388,6,Bonds
FDJ21,16.7,1,0.038496166,13,147.5102,OFF013,1987,0,2,1,5540.7876,26,Bonds
NCX41,19,0,0.017746826,8,210.8244,OFF049,1999,1,0,1,2540.6928,14,Private Equity
FDT36,12.3,0,0.111274591,0,35.0874,OFF046,1997,2,0,1,458.7362,16,Bonds
FDK28,5.695,0,0.065272284,5,256.1646,OFF027,1985,1,2,3,3349.6398,28,Bonds
DRI49,14.15,0,0.183472595,14,82.0276,OFF035,2004,2,1,1,1624.552,9,ETF
NCM54,17.7,0,0.08918772,9,128.9678,OFF019,1985,2,0,0,254.3356,28,Private Equity
FDD48,10.395,0,0.030281543,0,116.3176,OFF018,2009,1,2,2,1259.6936,4,Bonds
NCF30,17,0,0.211306673,9,125.1362,OFF010,1998,2,2,0,251.6724,15,Private Equity
FDX03,15.85,1,0.061190964,10,47.1744,OFF049,1999,1,0,1,996.0368,14,Bonds
FDZ33,10.195,0,0.107307677,13,149.8076,OFF013,1987,0,2,1,2217.114,26,Bonds
FDB39,11.6,0,0.067441726,4,57.4272,OFF019,1985,2,0,0,111.8544,28,Bonds
DRM11,6.57,0,0.066338717,7,261.4278,OFF018,2009,1,2,2,4165.2448,4,ETF
DRE48,8.43,0,0.017326417,14,195.3768,OFF017,2007,2,1,1,1576.6144,6,ETF
NCL31,7.39,0,0.120524922,11,142.247,OFF045,2002,2,1,1,2433.499,11,Private Equity
FDB11,16,0,0.061192211,15,224.1404,OFF017,2007,2,1,1,4725.8484,6,Bonds
FDX14,13.1,0,0.075056542,4,76.0354,OFF049,1999,1,0,1,601.8832,14,Bonds
NCM29,11.5,0,0.017556795,8,129.9626,OFF027,1985,1,2,3,3410.2276,28,Private Equity
FDH47,13.5,1,0.129077455,15,95.2068,OFF045,2002,2,1,1,583.2408,11,Bonds
FDG09,20.6,1,0.047896393,6,185.8556,OFF013,1987,0,2,1,1689.8004,26,Bonds
FDP25,15.2,0,0.021240491,3,216.9824,OFF049,1999,1,0,1,4804.4128,14,Bonds
FDY27,6.38,0,0.031743707,4,179.1344,OFF027,1985,1,2,3,1605.9096,28,Bonds
DRM59,5.88,0,0.003612411,7,154.1998,OFF017,2007,2,1,1,3537.3954,6,ETF
DRI03,6.03,0,0.022796178,4,178.1028,OFF018,2009,1,2,2,1416.8224,4,ETF
FDY03,17.6,1,0.133279499,10,112.6202,OFF019,1985,2,0,0,675.1212,28,Bonds
NCV17,18.85,0,0.016132592,8,130.2626,OFF049,1999,1,0,1,3016.7398,14,Private Equity
NCJ17,7.68,0,0.152429537,8,85.5224,OFF013,1987,0,2,1,1278.336,26,Private Equity
NCP54,15.35,0,0.035348491,9,124.673,OFF017,2007,2,1,1,2093.941,6,Private Equity
FDZ15,13.1,0,0.020903193,4,119.2782,OFF049,1999,1,0,1,3098.6332,14,Bonds
NCR05,10.1,0,0.054853377,8,198.6084,OFF018,2009,1,2,2,2182.4924,4,Private Equity
FDX03,15.85,1,0.106971167,10,44.7744,OFF019,1985,2,0,0,135.8232,28,Bonds
FDQ12,12.65,0,0.035482562,0,231.401,OFF045,2002,2,1,1,2526.711,11,Bonds
FDC21,14.6,1,0.042923071,6,109.8254,OFF013,1987,0,2,1,1627.881,26,Bonds
FDQ40,11.1,1,0.036174285,5,176.0712,OFF018,2009,1,2,2,1581.9408,4,Bonds
FDI07,12.35,1,0.033597374,10,197.2426,OFF027,1985,1,2,3,3163.8816,28,Bonds
FDQ25,8.63,1,0.028320655,3,172.5422,OFF049,1999,1,0,1,2241.7486,14,Bonds
NCK18,9.6,0,0.00760067,9,163.9184,OFF035,2004,2,1,1,4293.0784,9,Private Equity
DRI25,19.6,0,0.056744064,14,55.6614,OFF010,1998,2,2,0,165.7842,15,ETF
DRA24,19.35,1,0.039990314,14,165.0868,OFF049,1999,1,0,1,982.7208,14,ETF
FDA32,14,0,0.030155224,6,214.7192,OFF045,2002,2,1,1,3020.0688,11,Bonds
FDE59,12.15,0,0.062541552,15,34.3532,OFF018,2009,1,2,2,251.6724,4,Bonds
FDY59,8.195,0,0.031403441,0,93.8462,OFF046,1997,2,0,1,647.8234,16,Bonds
FDQ20,8.325,0,0.029845243,6,41.6138,OFF045,2002,2,1,1,284.2966,11,Bonds
FDB21,7.475,0,0.149125615,6,241.6854,OFF018,2009,1,2,2,6042.135,4,Bonds
FDB41,19,1,0.170382726,5,45.2718,OFF019,1985,2,0,0,47.2718,28,Bonds
DRG11,6.385,0,0.083768522,7,109.8596,OFF013,1987,0,2,1,3235.788,26,ETF
FDV10,7.645,1,0.116793684,13,41.0112,OFF019,1985,2,0,0,42.6112,28,Bonds
FDI41,18.5,1,0.062205112,5,148.3418,OFF013,1987,0,2,1,1765.7016,26,Bonds
FDN10,11.5,0,0.0463847,13,118.9124,OFF017,2007,2,1,1,1540.6612,6,Bonds
NCM17,7.93,0,0.071425647,8,45.9086,OFF018,2009,1,2,2,1070.6064,4,Private Equity
DRG37,16.2,0,0.033929133,14,154.3972,OFF019,1985,2,0,0,311.5944,28,ETF
FDA21,13.65,0,0.036033639,13,183.7924,OFF045,2002,2,1,1,2591.2936,11,Bonds
FDM27,12.35,1,0.158337479,10,157.9946,OFF013,1987,0,2,1,3313.6866,26,Bonds
FDA32,14,0,0.030140981,6,216.0192,OFF049,1999,1,0,1,2588.6304,14,Bonds
NCZ53,9.6,0,0.024515221,8,189.2214,OFF049,1999,1,0,1,3956.8494,14,Private Equity
FDW40,14,1,0.105125569,5,143.2812,OFF035,2004,2,1,1,3277.0676,9,Bonds
FDS52,8.89,0,0.00547348,5,100.5016,OFF035,2004,2,1,1,1315.6208,9,Bonds
FDM58,16.85,1,0.133385398,13,109.8544,OFF010,1998,2,2,0,223.7088,15,Bonds
NCE54,20.7,0,0.047098175,9,75.5354,OFF019,1985,2,0,0,150.4708,28,Private Equity
FDS11,7.05,1,0.055548003,1,225.3088,OFF035,2004,2,1,1,5816.4288,9,Bonds
FDL20,17.1,0,0.128614205,6,111.6886,OFF049,1999,1,0,1,1556.6404,14,Bonds
FDX13,7.725,0,0.047551568,3,249.1092,OFF027,1985,1,2,3,8217.3036,28,Bonds
FDR21,19.7,0,0.066879757,13,174.437,OFF013,1987,0,2,1,1587.933,26,Bonds
FDV28,16.1,1,0.160379061,5,33.6558,OFF018,2009,1,2,2,203.7348,4,Bonds
FDZ51,11.3,1,0.054861393,10,96.9094,OFF017,2007,2,1,1,952.094,6,Bonds
FDD46,6.035,0,0.141542481,13,153.1998,OFF045,2002,2,1,1,1537.998,11,Bonds
FDE23,17.6,1,0.053397642,15,46.706,OFF018,2009,1,2,2,699.09,4,Bonds
NCF55,6.675,0,0.021710275,9,34.9874,OFF045,2002,2,1,1,247.0118,11,Private Equity
FDU12,15.5,1,0.075688032,0,262.9568,OFF013,1987,0,2,1,1845.5976,26,Bonds
FDZ22,9.395,0,0.045340279,13,85.025,OFF049,1999,1,0,1,2080.625,14,Bonds
FDI44,16.1,0,0.100149459,6,78.4328,OFF013,1987,0,2,1,1158.492,26,Bonds
FDH50,15,1,0.162348584,3,185.9266,OFF017,2007,2,1,1,4610.665,6,Bonds
FDE57,9.6,0,0.036341539,6,142.9154,OFF049,1999,1,0,1,3261.7542,14,Bonds
DRJ51,14.1,0,0.087920675,4,228.5668,OFF013,1987,0,2,1,1151.834,26,ETF
FDX52,11.5,1,0.042087749,5,192.682,OFF045,2002,2,1,1,3861.64,11,Bonds
DRN47,12.1,0,0.016921927,7,178.366,OFF017,2007,2,1,1,4314.384,6,ETF
FDT21,7.42,0,0.020423549,13,249.0092,OFF049,1999,1,0,1,2988.1104,14,Bonds
FDY21,15.1,0,0.173833129,13,196.511,OFF045,2002,2,1,1,4713.864,11,Bonds
FDG21,17.35,1,0.256152243,12,151.005,OFF019,1985,2,0,0,149.805,28,Bonds
FDS58,9.285,1,0.021002641,13,161.1578,OFF035,2004,2,1,1,4011.445,9,Bonds
FDA26,7.855,1,0.087688251,4,220.1482,OFF018,2009,1,2,2,4600.0122,4,Bonds
FDY16,18.35,1,0.091780142,5,182.5266,OFF027,1985,1,2,3,6454.931,28,Bonds
FDF20,12.85,0,0.033220169,6,196.6768,OFF046,1997,2,0,1,2759.0752,16,Bonds
FDI15,13.8,0,0.141234932,4,263.7884,OFF013,1987,0,2,1,5564.7564,26,Bonds
FDC47,15,0,0.19899855,13,226.5694,OFF010,1998,2,2,0,913.4776,15,Bonds
FDL08,10.8,0,0.049709624,6,246.8144,OFF035,2004,2,1,1,2450.144,9,Bonds
FDF08,14.3,1,0.065153295,6,88.4856,OFF013,1987,0,2,1,1406.1696,26,Bonds
FDN03,9.8,1,0.015087112,10,250.1408,OFF035,2004,2,1,1,4005.4528,9,Bonds
FDG34,11.5,1,0.037782943,13,106.6254,OFF017,2007,2,1,1,325.5762,6,Bonds
FDA56,9.21,0,0.008782561,6,119.8414,OFF045,2002,2,1,1,1340.2554,11,Bonds
NCI17,8.645,0,0.142728113,8,95.141,OFF027,1985,1,2,3,2510.066,28,Private Equity
NCO17,10,0,0.073493831,8,118.344,OFF049,1999,1,0,1,1797.66,14,Private Equity
FDK55,18.5,0,0.025907416,10,87.7172,OFF017,2007,2,1,1,802.9548,6,Bonds
FDD10,20.6,1,0.046280998,13,177.4344,OFF017,2007,2,1,1,1962.7784,6,Bonds
NCH18,9.3,0,0.044624064,9,245.4802,OFF013,1987,0,2,1,3193.8426,26,Private Equity
NCA53,11.395,0,0.009898492,8,48.8034,OFF045,2002,2,1,1,777.6544,11,Private Equity
DRJ24,11.8,0,0.189689886,14,184.3924,OFF010,1998,2,2,0,370.1848,15,ETF
DRN35,8.01,0,0.070189131,7,37.9532,OFF013,1987,0,2,1,826.9236,26,ETF
FDC47,15,0,0.119374946,13,229.3694,OFF018,2009,1,2,2,5024.1268,4,Bonds
FDN48,13.35,0,0.065215312,0,93.4804,OFF018,2009,1,2,2,1102.5648,4,Bonds
FDR27,15.1,1,0.095635061,10,130.7942,OFF027,1985,1,2,3,3047.3666,28,Bonds
FDS33,6.67,1,0.216107535,13,86.8514,OFF019,1985,2,0,0,354.2056,28,Bonds
DRL11,10.5,0,0.048009081,7,157.0946,OFF035,2004,2,1,1,2209.1244,9,ETF
FDQ21,21.25,0,0.019533098,13,120.4756,OFF017,2007,2,1,1,1938.8096,6,Bonds
FDY37,17,1,0.026568875,3,142.047,OFF046,1997,2,0,1,3149.234,16,Bonds
FDS35,9.3,0,0.111127966,1,63.1826,OFF013,1987,0,2,1,2002.0606,26,Bonds
DRD60,15.7,0,0.03723211,14,183.1634,OFF046,1997,2,0,1,5634.6654,16,ETF
DRP47,15.75,0,0.140603316,7,252.8382,OFF046,1997,2,0,1,6308.455,16,ETF
NCY41,16.75,0,0.075368868,8,35.2532,OFF027,1985,1,2,3,970.7364,28,Private Equity
FDR59,14.5,1,0.063962842,1,263.1594,OFF049,1999,1,0,1,2616.594,14,Bonds
FDM36,11.65,1,0.102830104,0,172.6422,OFF019,1985,2,0,0,344.8844,28,Bonds
NCI42,18.75,0,0.01031535,9,208.4954,OFF027,1985,1,2,3,3751.1172,28,Private Equity
FDA31,7.1,0,0.110633958,6,173.808,OFF017,2007,2,1,1,1211.756,6,Bonds
FDY33,14.5,1,0.109436604,13,159.3262,OFF035,2004,2,1,1,2864.2716,9,Bonds
FDV40,17.35,0,0.014721579,5,73.1038,OFF045,2002,2,1,1,886.8456,11,Bonds
NCW17,18,0,0.019465205,8,128.6994,OFF018,2009,1,2,2,2441.4886,4,Private Equity
FDN38,6.615,1,0.091895319,3,248.6408,OFF013,1987,0,2,1,3504.7712,26,Bonds
FDQ11,5.695,1,0.118535581,1,256.3988,OFF019,1985,2,0,0,256.9988,28,Bonds
FDG34,11.5,1,0.037646623,13,107.5254,OFF045,2002,2,1,1,325.5762,11,Bonds
NCN14,19.1,0,0.092060694,11,183.7608,OFF049,1999,1,0,1,4777.7808,14,Private Equity
FDY46,18.6,0,0.04765803,13,188.3898,OFF027,1985,1,2,3,5238.5144,28,Bonds
FDS11,7.05,1,0.05587277,1,222.1088,OFF017,2007,2,1,1,4026.7584,6,Bonds
NCA53,11.395,0,0.017295906,8,47.1034,OFF019,1985,2,0,0,145.8102,28,Private Equity
NCN30,16.35,0,0.02844314,9,98.141,OFF010,1998,2,2,0,386.164,15,Private Equity
FDW32,18.35,1,0.094296835,6,84.3882,OFF046,1997,2,0,1,1116.5466,16,Bonds
NCR42,9.105,0,0.064410783,9,33.39,OFF010,1998,2,2,0,33.29,15,Private Equity
FDU33,7.63,1,0.134684292,13,47.0402,OFF035,2004,2,1,1,1470.0864,9,Bonds
FDN15,17.5,0,0.029299175,10,140.318,OFF019,1985,2,0,0,139.818,28,Bonds
FDD51,11.15,0,0.210021713,4,44.2744,OFF019,1985,2,0,0,90.5488,28,Bonds
FDF14,7.55,0,0.027224917,3,152.934,OFF045,2002,2,1,1,2450.144,11,Bonds
NCN19,13.1,0,0.021184746,11,189.553,OFF019,1985,2,0,0,379.506,28,Private Equity
NCO43,5.5,0,0.047059016,11,100.1016,OFF013,1987,0,2,1,2125.2336,26,Private Equity
FDT19,7.59,1,0.14526636,6,172.908,OFF049,1999,1,0,1,6231.888,14,Bonds
DRK12,9.5,0,0.041851461,14,31.49,OFF013,1987,0,2,1,466.06,26,ETF
DRM49,6.11,1,0.152262171,14,44.4086,OFF045,2002,2,1,1,1159.8236,11,ETF
FDX43,5.655,0,0.085757338,6,164.75,OFF017,2007,2,1,1,1498.05,6,Bonds
FDS14,7.285,0,0.049954435,4,156.5288,OFF035,2004,2,1,1,2356.932,9,Bonds
NCK07,10.65,0,0.048762383,11,165.2526,OFF049,1999,1,0,1,3946.8624,14,Private Equity
FDO19,17.7,1,0.017998205,6,46.8034,OFF017,2007,2,1,1,923.4646,6,Bonds
FDH32,12.8,0,0.075996742,6,97.141,OFF013,1987,0,2,1,2799.689,26,Bonds
NCZ41,19.85,0,0.06452855,8,126.1704,OFF018,2009,1,2,2,1877.556,4,Private Equity
FDL32,15.7,1,0.204984538,6,111.0544,OFF010,1998,2,2,0,223.7088,15,Bonds
FDC44,15.6,0,0.173573164,6,114.4518,OFF017,2007,2,1,1,2390.8878,6,Bonds
FDQ59,9.8,1,0.056339618,1,84.2908,OFF013,1987,0,2,1,755.0172,26,Bonds
NCO54,19.5,0,0.014262413,9,57.1614,OFF013,1987,0,2,1,331.5684,26,Private Equity
DRH36,16.2,0,0.03338006,14,74.0696,OFF046,1997,2,0,1,1416.8224,16,ETF
FDY35,17.6,1,0.016024651,1,44.0402,OFF035,2004,2,1,1,597.2226,9,Bonds
FDA46,13.6,0,0.11830085,13,196.2136,OFF017,2007,2,1,1,1944.136,6,Bonds
NCL18,18.85,0,0.167552202,9,193.1136,OFF035,2004,2,1,1,2332.9632,9,Private Equity
FDL57,15.1,1,0.067181098,13,258.8304,OFF049,1999,1,0,1,5424.9384,14,Bonds
NCP50,17.35,0,0.0231321,11,79.2618,OFF018,2009,1,2,2,966.7416,4,Private Equity
FDZ25,15.7,1,0.027619404,3,169.879,OFF019,1985,2,0,0,339.558,28,Bonds
FDH24,20.7,0,0.021431134,0,157.0288,OFF046,1997,2,0,1,2199.8032,16,Bonds
FDQ26,13.5,1,0.068256316,4,60.9562,OFF017,2007,2,1,1,533.3058,6,Bonds
NCK17,11,0,0.03792186,8,40.348,OFF019,1985,2,0,0,79.896,28,Private Equity
FDO46,9.6,1,0.014143673,13,187.3872,OFF027,1985,1,2,3,2836.308,28,Bonds
FDW50,13.1,0,0.075563757,4,168.1158,OFF035,2004,2,1,1,2005.3896,9,Bonds
FDD29,12.15,0,0.018439138,5,254.7698,OFF049,1999,1,0,1,5073.396,14,Bonds
FDU26,16.7,1,0.074620291,4,120.1782,OFF019,1985,2,0,0,357.5346,28,Bonds
FDX04,19.6,1,0.041370245,5,46.2376,OFF027,1985,1,2,3,814.9392,28,Bonds
FDH31,12,1,0.020312314,10,98.1042,OFF027,1985,1,2,3,2777.7176,28,Bonds
FDJ45,17.75,0,0.128532558,12,34.2216,OFF019,1985,2,0,0,173.108,28,Bonds
FDX55,15.1,0,0.055195461,6,216.1166,OFF035,2004,2,1,1,5007.4818,9,Bonds
FDR02,16.7,0,0.022065676,4,110.5886,OFF046,1997,2,0,1,1556.6404,16,Bonds
NCP55,14.65,0,0.011212719,11,55.6614,OFF045,2002,2,1,1,1049.9666,11,Private Equity
FDT28,13.3,0,0.063925726,5,151.8708,OFF017,2007,2,1,1,1655.1788,6,Bonds
NCJ06,20.1,0,0.034848629,9,118.6782,OFF017,2007,2,1,1,2502.7422,6,Private Equity
FDF08,14.3,1,0.074007994,6,89.8856,OFF018,2009,1,2,2,1406.1696,4,Bonds
FDT21,7.42,0,0.02050719,13,249.7092,OFF017,2007,2,1,1,7719.2852,6,Bonds
FDK22,9.8,0,0.025960174,13,214.885,OFF027,1985,1,2,3,4976.855,28,Bonds
DRJ11,9.5,0,0.085020342,7,188.7872,OFF013,1987,0,2,1,1701.7848,26,ETF
FDH27,7.075,0,0.097660814,4,141.8128,OFF010,1998,2,2,0,143.8128,15,Bonds
FDU52,7.56,0,0.111654545,5,157.063,OFF019,1985,2,0,0,312.926,28,Bonds
FDK50,7.96,0,0.02839206,3,160.7894,OFF017,2007,2,1,1,3235.788,6,Bonds
DRJ01,6.135,0,0.115265695,14,160.5236,OFF045,2002,2,1,1,2094.6068,11,ETF
FDC21,14.6,1,0.043133816,6,109.7254,OFF018,2009,1,2,2,651.1524,4,Bonds
FDX39,14.3,1,0.049676157,10,212.4586,OFF046,1997,2,0,1,3799.0548,16,Bonds
NCY54,8.43,0,0.176834351,9,172.1422,OFF027,1985,1,2,3,5000.8238,28,Private Equity
FDD58,7.76,0,0.103918113,13,100.67,OFF019,1985,2,0,0,399.48,28,Bonds
FDW12,8.315,1,0.035644325,0,147.1444,OFF045,2002,2,1,1,870.8664,11,Bonds
DRE01,10.1,0,0.279783532,14,241.8512,OFF010,1998,2,2,0,484.7024,15,ETF
FDT16,9.895,1,0.048738014,5,262.1278,OFF049,1999,1,0,1,3904.917,14,Bonds
FDC16,11.5,1,0.020686161,4,85.054,OFF017,2007,2,1,1,1731.08,6,Bonds
FDK52,18.25,0,0.079342006,5,226.0062,OFF049,1999,1,0,1,1805.6496,14,Bonds
FDS23,4.635,0,0.140889111,1,127.0994,OFF046,1997,2,0,1,1927.491,16,Bonds
FDI41,18.5,1,0.062245149,5,145.8418,OFF035,2004,2,1,1,5591.3884,9,Bonds
FDG33,5.365,1,0.140811559,12,173.5764,OFF018,2009,1,2,2,2061.3168,4,Bonds
NCM31,6.095,0,0.08152738,11,140.3154,OFF018,2009,1,2,2,1843.6002,4,Private Equity
NCY53,20,0,0.058198141,8,110.4544,OFF027,1985,1,2,3,4250.4672,28,Private Equity
FDY55,16.75,0,0.081446638,6,257.0988,OFF049,1999,1,0,1,6424.97,14,Bonds
FDQ21,21.25,0,0.019462623,13,120.8756,OFF045,2002,2,1,1,1575.2828,11,Bonds
NCD18,16,0,0.072317217,9,230.2668,OFF027,1985,1,2,3,8062.838,28,Private Equity
FDV09,12.1,0,0.020684919,13,148.5734,OFF017,2007,2,1,1,1336.2606,6,Bonds
FDI19,15.1,0,0.087604871,10,242.2512,OFF010,1998,2,2,0,484.7024,15,Bonds
FDY47,8.6,1,0.059730791,1,131.531,OFF049,1999,1,0,1,2466.789,14,Bonds
DRH37,17.6,0,0.041681059,14,164.2526,OFF049,1999,1,0,1,1315.6208,14,ETF
NCL19,15.35,0,0.015676231,11,144.047,OFF046,1997,2,0,1,286.294,16,Private Equity
DRI11,8.26,0,0.034397781,7,115.7834,OFF035,2004,2,1,1,2073.3012,9,ETF
NCC19,6.57,0,0.096880574,9,191.482,OFF046,1997,2,0,1,5020.132,16,Private Equity
FDS01,11.6,0,0.017817285,3,177.0686,OFF018,2009,1,2,2,1422.1488,4,Bonds
FDX31,20.35,1,0.014909465,6,232.3958,OFF017,2007,2,1,1,6076.0908,6,Bonds
NCL55,12.15,0,0.076919808,11,254.904,OFF046,1997,2,0,1,4048.064,16,Private Equity
FDW16,17.35,1,0.041439718,5,93.7804,OFF013,1987,0,2,1,2848.2924,26,Bonds
FDT49,7,0,0.151405587,3,107.728,OFF046,1997,2,0,1,2024.032,16,Bonds
FDW13,8.5,0,0.097803261,3,50.5324,OFF013,1987,0,2,1,882.8508,26,Bonds
NCG30,20.2,0,0.196659953,9,125.8046,OFF019,1985,2,0,0,249.0092,28,Private Equity
FDC14,14.5,1,0.041313203,3,42.0454,OFF049,1999,1,0,1,377.5086,14,Bonds
FDS15,9.195,1,0.130657442,10,106.4596,OFF010,1998,2,2,0,215.7192,15,Bonds
FDS32,17.75,1,0.029700018,6,140.3838,OFF049,1999,1,0,1,1404.838,14,Bonds
FDE09,8.775,0,0.029282583,6,111.3228,OFF049,1999,1,0,1,1436.7964,14,Bonds
FDM12,16.7,1,0.070312473,0,189.6214,OFF017,2007,2,1,1,2826.321,6,Bonds
FDT57,15.2,0,0.019064377,13,238.2248,OFF049,1999,1,0,1,3555.372,14,Bonds
FDM32,20.5,0,0.020605032,6,91.083,OFF046,1997,2,0,1,539.298,16,Bonds
NCS38,8.6,0,0.090374869,9,115.2176,OFF027,1985,1,2,3,1030.6584,28,Private Equity
NCW30,5.21,0,0.011072173,9,257.8962,OFF017,2007,2,1,1,4402.9354,6,Private Equity
FDD21,10.3,1,0.030610798,6,115.7176,OFF017,2007,2,1,1,1717.764,6,Bonds
FDH35,18.25,0,0.060342304,15,165.9526,OFF049,1999,1,0,1,1644.526,14,Bonds
NCX17,21.25,0,0.113833823,8,232.83,OFF045,2002,2,1,1,1398.18,11,Private Equity
NCI29,8.6,0,0.032615377,8,142.9154,OFF035,2004,2,1,1,992.7078,9,Private Equity
FDL24,10.3,1,0.024935297,0,172.0422,OFF049,1999,1,0,1,3966.1706,14,Bonds
FDI46,9.5,0,0.074345268,13,251.9724,OFF046,1997,2,0,1,3523.4136,16,Bonds
DRQ35,9.3,0,0.042283454,7,125.4388,OFF035,2004,2,1,1,3715.164,9,ETF
FDM04,9.195,1,0.047387144,5,50.8666,OFF017,2007,2,1,1,871.5322,6,Bonds
NCJ17,7.68,0,0.152865879,8,84.9224,OFF045,2002,2,1,1,1619.2256,11,Private Equity
NCJ18,12.35,0,0.163148041,9,116.6124,OFF027,1985,1,2,3,3199.8348,28,Private Equity
DRF13,12.1,0,0.02984176,14,144.4444,OFF045,2002,2,1,1,3628.61,11,ETF
FDB39,11.6,0,0.038511676,4,57.7272,OFF035,2004,2,1,1,503.3448,9,Bonds
FDT52,9.695,1,0.047622786,5,246.2144,OFF018,2009,1,2,2,3675.216,4,Bonds
FDT60,12,0,0.07554831,0,121.9388,OFF046,1997,2,0,1,3219.8088,16,Bonds
FDM34,19,0,0.067447572,13,132.9626,OFF046,1997,2,0,1,1967.439,16,Bonds
FDY27,6.38,0,0.03187163,4,179.5344,OFF013,1987,0,2,1,4103.9912,26,Bonds
FDP08,20.5,1,0.112638016,6,195.5478,OFF045,2002,2,1,1,3874.956,11,Bonds
FDP59,20.85,1,0.056192276,1,103.1648,OFF027,1985,1,2,3,1973.4312,28,Bonds
FDQ11,5.695,1,0.06797671,1,257.4988,OFF018,2009,1,2,2,3083.9856,4,Bonds
FDV01,19.2,1,0.142189843,3,153.8314,OFF010,1998,2,2,0,155.1314,15,Bonds
FDX31,20.35,1,0.014813268,6,234.9958,OFF013,1987,0,2,1,5842.395,26,Bonds
NCX54,9.195,0,0.080442371,9,107.7622,OFF010,1998,2,2,0,105.8622,15,Private Equity
DRC12,17.85,0,0.03781972,14,191.6188,OFF035,2004,2,1,1,2475.4444,9,ETF
FDU11,4.785,0,0.092145264,1,120.7098,OFF027,1985,1,2,3,3735.8038,28,Bonds
NCB30,14.6,0,0.025702994,9,199.9084,OFF046,1997,2,0,1,2380.9008,16,Private Equity
FDS27,10.195,1,0.012483408,10,195.411,OFF045,2002,2,1,1,2749.754,11,Bonds
FDX16,17.85,0,0.074691792,5,148.005,OFF018,2009,1,2,2,898.83,4,Bonds
